,Palavra,frequência
59530,clv,2
106059,pinto_da_costa,2
106070,buttigieg,2
106182,o_corvo_branco,2
59482,imodéstia,2
106184,philip_glass,2
106255,américa_do_sul,2
106271,rui_carp,2
59432,cafres,2
106272,apresentaria,2
59429,jurariam,2
59426,reintegrado,2
106285,thomas_enqvist,2
59421,subentendia,2
106296,bilhete_de_identidade,2
106299,elvira_maris,2
106312,santa_maria,2
59416,muamede,2
106319,cobardia,2
59410,infligiram,2
106357,cinegético,2
106378,ao_menos,2
106261,bombardeamentos,2
106244,a_bola,2
106190,vasco_franco,2
106240,investigadora,2
59471,escachá,2
106193,camarários,2
59467,amofina,2
106194,couto_ferreira,2
106195,ácido_úrico,2
106201,fernando_gomes,2
106202,psd-porto,2
59460,chorão,2
59457,barretinas,2
106203,luís_filipe_menezes,2
106214,um_tanto,2
106229,cohn-bendit,2
59446,entenderei,2
106231,de_gaulle,2
106236,ogma,2
106023,arborígene,2
106015,sopete,2
106007,auto-estradas,2
105673,tpc,2
105702,tudo_quanto,2
105706,bracarenses,2
59688,tardavam,2
105719,quinta_feira,2
59687,impureza,2
59686,discordava,2
105731,chave_de_ouro,2
59683,resguardava,2
105740,verifica-,2
59681,aturdisse,2
105749,anónimo,2
59679,sustê,2
105757,diria-,2
59678,pendendo,2
105763,josé_azevedo,2
59702,crioulos,2
59705,sí,2
105780,tchetchénia,2
59706,barbeado,2
105578,oliveira_dias,2
59756,resguardando,2
59752,ambrósio,2
59743,bona,2
59739,suportando,2
105588,presidente_da_assembleia_municipal,2
59725,canoniza,2
105590,orçamento_de_estado,2
105599,sociais-democratas,2
105604,potenciadores,2
105605,cavaquismo,2
59716,ficares,2
105623,ex-jornalista,2
105659,cancerígenas,2
105662,passeou-,2
105768,fense,2
59666,fuzilar,2
105995,giovanni_gabrieli,2
59620,recaídas,2
105891,mantê-,2
105899,patrocinador,2
59596,fiei,2
105922,assumidos,2
59588,encontrão,2
105924,joão_bernardo_rodrigues,2
105937,fabril,2
59582,indelicado,2
105938,fernando_ká,2
105951,charles_barkley,2
105979,sub-18,2
59566,storia,2
59558,paramentado,2
59557,confessionário,2
105993,luigi_nono,2
59616,florentina,2
59625,santificá,2
105790,josé_antónio,2
59629,monandenguê,2
105792,humberto_madeira,2
59655,penosamente,2
59653,afluir,2
59650,peixão,2
59648,afogando,2
105832,levantar-,2
59646,medianas,2
105836,projecto_de_lei,2
59641,aparelhara,2
105838,duarte_pacheco,2
105839,alenquer,2
105852,república_da_irlanda,2
59635,enfeitiçado,2
59633,conspiram,2
59630,apontara,2
108004,janete_clair,2
58484,reclinava,2
63903,contrapeso,2
57442,enfastiados,2
110506,desfarei,2
57457,cursavam,2
57456,beatificamente,2
57450,padecessem,2
110513,conservares,2
110518,minguado,2
110527,virados,2
57441,retratação,2
57515,guiasse,2
57440,entrecortadas,2
57438,aqueça,2
57437,acompanharão,2
110531,gomer,2
110534,javã,2
57430,pesasse,2
57429,recusarás,2
110505,corrompida,2
57465,aceleram,2
57474,lagruísta,2
57477,chartonista,2
57512,klopstock,2
57510,rematavam,2
57507,actéon,2
57506,madrugadora,2
110465,adjutora,2
57501,topou,2
57500,chilrear,2
110479,irou,2
57498,poetou,2
110486,irade,2
57493,militava,2
110487,meujael,2
110488,metusael,2
57489,disciplinares,2
110491,tubalcaim,2
57426,insuperável,2
57425,encrespara,2
57423,ulcerada,2
57363,murmurasse,2
57358,amarás,2
57355,estreitaram,2
57353,estendesse,2
110619,amaldiçoarem,2
57348,constrangia,2
110626,ferezeus,2
57344,faltarei,2
57343,partirem,2
57341,desgarrada,2
110627,aparta,2
110628,escolheres,2
57339,consumá,2
57338,esvoaçar,2
57334,capitulações,2
110634,anrafel,2
57359,afortunada,2
110617,abençoarem,2
57422,pusilânimes,2
57367,conciliaria,2
110547,raamá,2
110549,sabá,2
57415,removê,2
110551,ninrode,2
57409,indignava,2
110567,jebuseu,2
110569,girgaseu,2
57399,delicie,2
57394,amaldiçoar,2
57384,gárrulo,2
57381,ambiciono,2
57378,vinculou,2
57377,transformara,2
110581,assur,2
57372,renovara,2
57513,descabidas,2
57517,notasse,2
57689,aleivosa,2
57632,momentâneas,2
57644,reloginho,2
109847,modena,2
57641,admitirá,2
109848,farina,2
57636,amadurecem,2
109864,sucatas,2
57633,revelaria,2
57625,selváticas,2
57519,desprazia,2
57624,navegamos,2
57623,escuna,2
57618,compensavam,2
109876,"50,16",2
109880,cartel_de_cáli,2
109882,vicentico,2
109888,leonel_brizola,2
57646,doloridas,2
109829,nilo_batista,2
109802,creci,2
109788,rio_preto,2
109637,sérgio_machado,2
57680,eletiva,2
57677,aproveitara,2
57676,criassem,2
57674,compadecia,2
109666,manuel_pacheco,2
57673,readquirido,2
109690,an_american_evening,2
109691,chama-,2
109761,glaciar,2
109766,cromáticos,2
109770,elvis+_from_nashville_to_memphis,2
57663,esquivara,2
109784,monte_aprazível,2
57655,espalmada,2
109897,tropologia,2
109913,hori,2
57600,lisonjeavam,2
57554,entorná,2
109985,ricardinho,2
110009,yashica,2
110018,frank_zappa,2
110058,corecon,2
110080,kirkeby,2
110182,dia_das_mães,2
110232,beckenbauer,2
57543,entristecesse,2
110266,amordaçados,2
110292,abel_ferrara,2
110293,harvey_keitel,2
57534,faceiramente,2
110318,julie_halard,2
110328,pmd,2
57526,guiaram,2
57551,alternados,2
57555,triunfado,2
57598,finuras,2
109984,anderson_leão,2
109939,james_brown,2
109946,dalva,2
109969,iiee,2
57588,comprimia,2
57585,esboroava,2
57584,calhes,2
57583,premeditado,2
57580,pusilanimidade,2
57577,afrouxasse,2
109971,cavalera,2
57571,elocução,2
57568,movesse,2
57565,mercenária,2
57563,"""...",2
57559,afivelou,2
110635,arioque,2
57323,unisse,2
110636,elasar,2
57012,purificar,2
57042,sacerdotisas,2
57040,guizo,2
57029,implanta,2
57024,desceste,2
57021,ornara,2
110980,husão,2
57013,louquinha,2
57006,resvalam,2
110638,tidal,2
110984,samlá,2
110986,baal,2
110987,hanã,2
110988,acbor,2
110999,dotã,2
56986,mancharam,2
56984,rebentos,2
110954,mizá,2
57055,fúlgida,2
110953,samá,2
57061,guardavas,2
110904,sucote,2
110920,habitarão,2
57111,cumpristes,2
57108,sentireis,2
57104,trocai,2
57101,desbotadas,2
57093,tremeram,2
110946,zefô,2
110947,gaetã,2
57084,desvela,2
57083,traída,2
57072,",..",2
110950,amaleque,2
110951,naate,2
57062,procuravas,2
111009,midianitas,2
56978,queimara,2
111012,potifar,2
56866,escravizada,2
111074,sustentarei,2
56858,obreiros,2
56857,romeira,2
111103,berias,2
111122,habitem,2
56844,vegeto,2
56828,beijará,2
56826,ouvirei,2
111131,sepultarás,2
56823,gorjeia,2
111134,sepultei,2
111136,abençoará,2
56817,emurcheceu,2
111149,acometerá,2
111156,embalsamaram,2
56860,erguerá,2
111072,apressai,2
56973,suspendi,2
56872,fadada,2
111014,hira,2
56953,avenir,2
111018,adulamita,2
56922,marengo,2
111024,sarmentos,2
111030,pastavam,2
56911,agonizou,2
56910,descerá,2
56897,surgira,2
111055,enviares,2
56888,dormirás,2
56887,incriado,2
56880,lodos,2
56879,embalsamada,2
111061,falastes,2
110899,peniel,2
110882,galeede,2
110870,esquivaste,2
110677,habitara,2
57279,sobressaltou,2
57278,entreabertos,2
57277,túmidos,2
57274,rolarem,2
110693,circuncidou,2
57263,fundamente,2
110694,circuncidados,2
110695,lavai,2
110701,destruirás,2
57252,decidam,2
110707,levantai,2
57246,asilos,2
110715,moabe,2
57245,exagere,2
110718,peregrinou,2
110680,habitará,2
57282,irrefutáveis,2
57238,maternas,2
110676,cananeu,2
57316,desanimo,2
110639,goim,2
57310,recatar,2
57307,palreiro,2
57299,calejou,2
110645,refains,2
110651,savé,2
57296,desperdiçou,2
57293,fatigava,2
57290,compreendas,2
110655,parã,2
110660,escol,2
57286,prestígios,2
110661,aner,2
57283,restituíra,2
57239,repreensões,2
57236,dulcíssimo,2
57117,visage,2
57184,dividisse,2
57182,pertenci,2
57171,aspirou,2
57170,fantasiosa,2
110822,enviastes,2
57162,formassem,2
57157,afeitas,2
57156,chilreavam,2
57155,destacavam,2
110828,cabritos,2
57146,lose,2
110830,mosto,2
110831,encurvem,2
110836,enviarei,2
110855,apascentar,2
110865,tosquiar,2
110778,jocsã,2
57185,coreográficos,2
110727,desmamado,2
110776,quetura,2
57233,desarrazoado,2
110741,negaste,2
57224,convencera,2
57222,convencerás,2
110757,quiriate,2
57219,condoer,2
57217,recues,2
57216,tomares,2
57211,afobação,2
110758,arba,2
57207,anódino,2
57199,resolveria,2
57196,diferido,2
110766,habito,2
57193,piqueniques,2
109627,engov,2
57690,dogue,2
58481,despertariam,2
58249,distraia,2
108613,1h41,2
108614,luiz_antônio_de_medeiros,2
58263,medievo,2
58260,talhara,2
58255,fitasse,2
58254,avermelhou,2
108649,associação_médica_norte-americana,2
58246,desenhada,2
58314,dobrara,2
58245,preocupassem,2
108650,jama,2
58241,assumo,2
58238,listrado,2
58235,sofriam,2
58232,lustroso,2
108665,ciclistas,2
58264,levadiça,2
108611,são_silvestre,2
108568,roberto_requião,2
108554,monique_evans,2
58309,esperdiçara,2
58308,pungiu,2
58307,desrespeitando,2
58305,penalidade,2
58304,pagues,2
58303,retiniam,2
58300,padeceram,2
58297,abatia,2
58296,maltratara,2
108549,marcos_cintra,2
58288,fuzilavam,2
58283,coitadinhos,2
58281,quite,2
58276,roturas,2
58275,presenteava,2
58231,madrugava,2
58230,adormecidas,2
108666,santini,2
108734,renegociados,2
58152,cicatrizou,2
58143,soletrando,2
108762,tchaikovski,2
108763,diabolismo,2
58139,consentida,2
58138,santificou,2
108776,safáris,2
58135,abalam,2
58134,fabriquei,2
58133,estalajadeiro,2
58129,designava,2
58127,convalescido,2
108777,focagem,2
108779,"2.200,00",2
108806,"10,27",2
58154,intermediárias,2
58158,aperfeiçoara,2
108668,expomilk,2
108730,sete_ondas,2
58224,filtravam,2
58222,marimba,2
58220,palpou,2
108670,pardo-suíço,2
108676,congresso_nacional,2
58204,devastara,2
58203,acorreram,2
108688,anjos_da_noite,2
108696,nilton_cerqueira,2
58189,confortou,2
108712,fund.,2
58181,elimino,2
58178,opressora,2
108716,nº.,2
108721,palavras_cruzadas,2
58311,contraídas,2
58317,familiarizou,2
57692,emboscado,2
108176,moustafa_el-guindy,2
108137,supremo_tribunal_federal,2
58430,liquidava,2
108147,josé_paulo_bisol,2
108148,francisco_rossi,2
58420,gotejar,2
58416,perturbaram,2
108163,cruzeiros_reais,2
58411,abat,2
58318,acampado,2
108183,fundo_social_de_emergência,2
58409,mergulharia,2
108184,ricki_lake,2
58400,sinistramente,2
108189,stevie_wonder,2
58397,estimamos,2
108193,american_express,2
108124,desvinculação,2
58442,óbices,2
58443,aprendê,2
108100,divisão_de_vigilância_sanitária,2
58479,escurecendo,2
58476,sombrear,2
58472,molestado,2
108033,irlf,2
58466,lúbrica,2
108050,fundação_getúlio_vargas,2
58463,germinar,2
58460,evapora,2
58458,inteiriças,2
58455,imputar,2
58454,transtornara,2
108062,pfl-pe,2
108066,terceiro_mundo,2
58446,afoiteza,2
108067,hiléia,2
108195,calliari,2
58396,geléia,2
108202,como_também,2
108402,dormentes,2
108426,adulterou,2
108428,anágua,2
58336,valentinas,2
58335,lomas,2
108430,andréa_beltrão,2
58330,apossava,2
58327,mortíferos,2
108444,mato_grosso,2
108449,por_trás,2
108480,nielsen,2
108484,a_exemplo,2
108506,grupo_de_juiz_de_fora,2
58322,salobra,2
108539,alami,2
108541,cosmética'94,2
108423,itereí,2
108398,5h25,2
58388,liquidasse,2
58352,encarregará,2
108271,serviço_brasileiro_de_apoio_às_micro_e_pequenas_empresas,2
58382,consertada,2
108307,abav,2
58377,benfeitora,2
58375,sobrevivera,2
58374,atordoara,2
108324,ezeiza,2
58370,florescências,2
108337,universidade_estadual_de_campinas,2
58368,escoriação,2
108339,lambari_d'_oeste,2
58365,impacientemente,2
108371,bm&f,2
58360,orlada,2
108375,mighty_max,2
58123,provoques,2
58122,aceitarei,2
108809,"40,23",2
57824,minou,2
109275,tejofran,2
57844,inflamáveis,2
57843,voluntariosa,2
57842,pedagogo,2
109276,tribunal_regional_eleitoral,2
57833,domadas,2
109281,walter_queiroz,2
109321,super-301,2
108827,caetano_veloso,2
57820,parcimoniosa,2
109327,maurício_corrêa,2
57810,deslizou,2
57809,acostume,2
57807,nascemos,2
57798,enjeitada,2
57791,alegasse,2
57852,brandira,2
57853,temeridades,2
57857,rafadas,2
57867,chupada,2
109165,joão_gilberto,2
109172,candelori,2
57898,provindo,2
57895,reconsiderar,2
57893,auxiliava,2
57892,bibliófilo,2
109192,343,2
57890,conspirassem,2
109199,ribeirão_preto,2
109206,frutado,2
109238,joão_pessoa,2
109242,sebos,2
57877,tormentório,2
57869,regressara,2
57868,comunique,2
109330,digable_planets,2
109331,ann_marie,2
109363,maria_estela,2
57734,falhasse,2
109528,o_globo,2
109535,beni_veras,2
109564,distrito_federal,2
57729,realizaria,2
57728,repousadamente,2
109570,unidade_real_de_valor,2
57725,deliciam,2
109591,a_respeito_de,2
57713,espremidas,2
57711,rolinhos,2
109593,3.978,2
109601,superpartido,2
57702,diminuirmos,2
57696,dixe,2
57694,perpassar,2
57732,demorá,2
109514,donna_karan,2
57783,enlaçada,2
109481,transmissões,2
109373,lutoslawski,2
109384,vacância,2
109403,rodney_king,2
109423,through_the_woods,2
109427,eliezer_batista,2
57772,adveio,2
57771,concorridos,2
57769,afundando,2
57767,complicando,2
109443,o_olho_da_revolução,2
109454,submetralhadoras,2
57758,vestisse,2
109463,ana_moser,2
57751,pinturesca,2
57745,erigiu,2
109154,27.ª,2
57912,hesitando,2
57913,récitas,2
58060,almoçarei,2
58054,contrafazer,2
58053,ganga,2
58049,encardida,2
108974,piruínha,2
58047,saturados,2
58045,gretado,2
109002,vocacional,2
58040,agachou,2
109019,nuno_ramos,2
58029,padecerá,2
58028,abracem,2
58020,confundisse,2
109023,pinheiros_vivo,2
58016,ambicionam,2
109024,vila_olímpia_viva,2
108963,arantxa_sanchez,2
108954,campos_do_jordão,2
58009,trepada,2
58069,irrespondíveis,2
108835,ventersdorp,2
108852,banco_mundial,2
58112,acumularam,2
108863,gramados,2
108891,justiça_federal,2
58106,reprovam,2
108907,mitsubishi,2
58102,serpentina,2
58085,obscurecida,2
58081,atordoava,2
108933,iti_fuji,2
58074,impeli,2
58073,despertasse,2
108942,pedro_collor,2
108943,aloizio_mercadante,2
109027,índice_de_preços_ao_consumidor,2
109032,alberto_helena_jr.,2
109145,micro-bac,2
57953,jazeu,2
109087,pmdb-mg,2
57942,peludos,2
57941,tecida,2
109103,luiz_antonio_fleury_filho,2
57935,suprida,2
57931,remissas,2
109107,lanternas_vermelhas,2
57928,concentravam,2
57926,tontinha,2
57921,inalteráveis,2
109122,4º.,2
57918,insista,2
57917,protegem,2
57916,galopava,2
57915,saltasse,2
57948,poupadas,2
57959,rebelou,2
58007,fingiram,2
57962,aninhar,2
58006,fianças,2
109046,shopping_center,2
58004,corrigirá,2
109054,juca_chaves,2
58000,desalentado,2
57998,reassumiu,2
57995,escrutando,2
109057,fundo_social_de_solidariedade,2
57980,lembrarás,2
57976,consolariam,2
109065,um_mundo_perfeito,2
57971,álgebra,2
57969,retroativo,2
109078,nova_força,2
109085,ppr-sc,2
60189,desligarem,2
60200,camurça,2
60209,acentuaram,2
101529,para_onde,2
101500,tonya_harding,2
101504,guerra_do_golfo,2
101509,iraquianos,2
101523,teatro_da_trindade,2
101525,cabo_verde,2
62684,navegara,2
101528,cabo-verdianos,2
62682,bojuda,2
101404,lançar-,2
101532,estádio_das_antas,2
62679,roterdão,2
101533,canal_2,2
101539,cunhal,2
101541,fracturas,2
101542,enquanto_que,2
101557,adoptar,2
101489,letra_morta,2
62693,fawkes,2
101470,deshon_washington,2
101469,mike_smith,2
62728,anfíbios,2
101406,france_presse,2
101408,pedro_almodovar,2
101409,kika,2
101411,rossy_de_palma,2
62725,dialogando,2
62724,obi,2
62723,papeira,2
101412,cubista,2
101414,a_lei_do_desejo,2
62722,alpino,2
62720,embrutece,2
101433,cumes,2
101461,oliveirense,2
62697,nespereira,2
101563,castilla_y_léon,2
101570,de_peso,2
101572,procurar-,2
101694,manuel_machado,2
101703,prec,2
101704,orçamental,2
101705,orçamentais,2
62574,gotejante,2
101717,à-vontade,2
62573,angulosas,2
62567,achatadas,2
62563,embruxada,2
101726,cantanhede,2
62554,gahy,2
101747,fontanários,2
62553,moutonne,2
62546,ruibarbaro,2
62543,tissot,2
101758,concretize,2
101700,constata-,2
101687,por_pouco,2
101574,tornara-,2
101684,armamar,2
101578,"65,40",2
101592,santana_lopes,2
62630,aterrorizados,2
62625,apelidado,2
62623,gâtinais,2
101598,chumbado,2
101612,body_art,2
101615,o_povo,2
101627,arcena,2
101649,raisa_gorbatchov,2
101659,floor,2
101660,luzostela,2
101662,francófono,2
101665,ex-vice-primeiro-ministro,2
101672,ministro_da_defesa,2
101405,por_cima,2
101401,laborar,2
101165,partilhada,2
62886,jas,2
101236,comissão_nacional_de_eleições,2
101239,carnaxide,2
101242,kapiti,2
62895,amarração,2
101243,bci,2
62887,ango,2
101267,palmeta,2
101269,canadianos,2
101399,escalonada,2
101270,ibéricos,2
62866,tourville,2
62863,hommes,2
101272,canadiana,2
101274,galp,2
62828,bolina,2
101279,pontuável,2
101235,exacta,2
62907,âne,2
62912,ruyter,2
101231,ministério_da_defesa,2
62999,trípoli,2
62988,goave,2
62962,albany,2
101180,pão_de_açúcar,2
62961,michaux,2
101181,cascais,2
101185,comunitárias,2
62951,calvinistas,2
101192,ciclamatos,2
101198,diz-,2
62934,irradiar,2
62923,ribombo,2
101220,congresso_nacional_africano,2
101228,actuar,2
101229,fazem-,2
101294,ilha_de_moçambique,2
62820,channel,2
62815,deviennent,2
62764,céltica,2
62759,encoleriza,2
62758,devasta,2
62757,vespertílio,2
62755,rotundidade,2
101361,bateu-,2
62752,praticáveis,2
101369,à_hora_de,2
62748,vértebra,2
101373,quer_dizer,2
62747,cordilheiras,2
101378,lourinhã,2
101379,guarda_fiscal,2
101390,carrinha,2
101394,mário_wilson,2
101398,disponibilizado,2
101355,fernando_pessoa,2
101354,confrangedora,2
101298,assuntos_sociais,2
101349,joão_braga,2
101303,carrinhas,2
62811,brelade,2
62805,vasquinha,2
62803,esterqueira,2
101305,prejuizos,2
62802,maire,2
62800,arranhava,2
62797,charente,2
62790,alfarrábio,2
101306,gonçalves_gomes,2
101308,laboração,2
101317,requiem_pelos_vivos,2
62781,soçobravam,2
101345,ponte_25_de_abril,2
62776,arrais,2
101760,revelar-,2
101763,de_vez,2
101765,armindo_cordeiro,2
102214,butros-ghali,2
102180,hospital_de_santa_maria,2
102186,factor,2
62279,henriques,2
102187,yitzhak_rabin,2
62263,estático,2
102196,inês_câmara_pestana,2
102199,teatro_do_século,2
102223,antena_3,2
62536,dólmen,2
62246,tornareis,2
62235,odiada,2
102225,media_capital,2
62217,pagastes,2
102236,de_perto,2
62207,discreteáveis,2
102237,fenómenos,2
102175,presidente_da_câmara_de_esposende,2
102164,registadas,2
62288,desposei,2
102162,vila-franquense,2
102110,verificou-,2
102111,palop,2
102117,a_tempo,2
102120,thirtysomething,2
62313,rubiáceas,2
102121,a_fundo,2
62312,jasmíneas,2
62311,orquídeas,2
102134,braga_da_cruz,2
102136,vocacionado,2
102144,união_nacional,2
102147,presidente_da_junta_de_freguesia,2
62300,descobres,2
102153,de_preferência,2
102159,ponte_vasco_da_gama,2
102238,em_conjunto,2
102243,contributo,2
62194,acabeis,2
62119,conjugação,2
62114,diurnas,2
102340,directoras,2
102341,a.b.p.,2
62107,dividirei,2
62097,conspirai,2
102343,barmens,2
102373,côa,2
62086,fenomenal,2
102381,faculdade_de_letras_de_lisboa,2
62073,escalá,2
62071,aleitar,2
62069,ambrósia,2
62057,cinzel,2
102409,de_tal_forma,2
62053,emperradas,2
62117,rendosa,2
62123,humanizado,2
62188,chorareis,2
62124,baniu,2
102252,actua,2
62185,duvidais,2
102263,desfilaram,2
62164,doe,2
62159,doc,2
62149,clotilde,2
102289,dextrímanos,2
62142,torrada,2
102292,motoras,2
102299,comunicação_social,2
102303,director-geral_dos_serviços_prisionais,2
102315,hateley,2
62125,cuma,2
102323,mikhailichenko,2
102331,edite_estrela,2
62334,cegar,2
102107,situando-,2
102099,market_makers,2
101877,lei_da_greve,2
101883,por_terra,2
62476,huguenote,2
101885,passou-,2
101890,siza_vieira,2
101894,casa_dos_espíritos,2
101903,tentámos,2
101904,prestável,2
62465,maclou,2
62459,nybbas,2
62452,dagon,2
101911,acarte,2
62443,púcaro,2
101915,antónio_de_sousa_dias,2
62433,obstruída,2
101924,dado_que,2
101880,projecto-lei,2
62484,inquietava,2
101943,campomaiorense,2
101871,where_in_the_world,2
62530,enraízam,2
101779,colpet,2
62519,falliot,2
101789,na_generalidade,2
101808,autárquico,2
101831,cria-,2
62513,crespel,2
62512,sergentée,2
101839,new_jersey,2
62506,arrebentou,2
101846,faraónica,2
101847,tornando-,2
101858,22h00,2
62494,monstruosos,2
101865,carlos_do_carmo,2
101940,big_bang,2
62428,pulasse,2
102095,optimista,2
102042,goran_ivanisevic,2
102045,petr_korda,2
102046,henri_leconte,2
102047,richard_krajicek,2
102050,ivanisevic,2
102053,ases,2
62378,lazareto,2
102063,michael_chang,2
62371,stokley,2
102078,washington_post,2
102083,o_grande_meaulnes,2
62360,pronunciasse,2
62359,alegras,2
62357,incomodes,2
62355,talveira,2
102094,fundo_monetário_internacional,2
